rank,zdock_score,dockq
945,466.015,0.018
946,466.004,0.041
947,465.879,0.012
948,465.833,0.014
949,465.701,0.016
950,465.438,0.013
951,465.402,0.024
952,465.308,0.013
953,465.296,0.019
954,465.101,0.013
955,465.044,0.008
956,465.033,0.034
957,464.995,0.027
958,464.822,0.017
959,464.686,0.013
960,464.432,0.011
961,464.373,0.02
962,464.357,0.019
963,464.331,0.012
964,464.325,0.037
965,464.227,0.013
966,463.935,0.014
967,463.889,0.05
968,463.724,0.008
969,463.659,0.01
970,463.623,0.043
971,463.584,0.016
972,463.433,0.014
973,463.404,0.032
974,463.399,0.017
975,463.092,0.008
976,463.021,0.015
977,462.725,0.012
978,462.725,0.009
979,462.695,0.009
980,462.621,0.007
981,462.509,0.01
982,462.412,0.01
983,462.39,0.012
984,462.302,0.024
985,462.186,0.011
986,462.088,0.012
987,461.758,0.031
988,461.687,0.02
989,461.672,0.023
990,461.641,0.014
991,461.603,0.032
992,461.423,0.015
993,461.347,0.013
994,461.345,0.019
995,461.268,0.021
996,461.262,0.028
997,461.195,0.012
998,461.15,0.007
999,461.065,0.014
1000,460.841,0.014
