rank,zdock_score,dockq
912,831.139,0.094
913,831.06,0.012
914,830.98,0.005
915,830.969,0.007
916,830.934,0.007
917,830.873,0.011
918,830.733,0.009
919,830.636,0.005
920,830.633,0.009
921,830.374,0.009
922,830.342,0.024
923,830.33,0.013
924,830.285,0.006
925,830.087,0.014
926,829.973,0.005
927,829.959,0.009
928,829.64,0.012
929,829.638,0.018
930,829.581,0.006
931,829.502,0.006
932,829.493,0.018
933,829.314,0.005
934,829.305,0.016
935,829.242,0.005
936,829.238,0.01
937,829.232,0.024
938,829.05,0.009
939,829.044,0.005
940,829.025,0.024
941,829.001,0.008
942,828.904,0.006
943,828.866,0.011
944,828.839,0.007
945,828.706,0.005
946,828.661,0.03
947,828.574,0.008
948,828.44,0.027
949,828.374,0.03
950,828.301,0.005
951,828.242,0.016
952,828.208,0.054
953,827.877,0.007
954,827.842,0.019
955,827.837,0.008
956,827.804,0.006
957,827.643,0.005
958,827.632,0.023
959,827.588,0.024
960,827.398,0.007
961,827.396,0.018
962,827.304,0.005
963,827.144,0.005
964,826.932,0.008
965,826.823,0.008
966,826.732,0.007
967,826.64,0.009
968,826.496,0.024
969,826.467,0.005
970,826.369,0.01
971,826.333,0.008
972,826.242,0.007
973,826.212,0.012
974,826.179,0.005
975,826.081,0.068
976,825.922,0.008
977,825.893,0.007
978,825.87,0.021
979,825.82,0.028
980,825.592,0.006
981,825.108,0.039
982,825.042,0.006
983,825.003,0.005
984,824.982,0.014
985,824.865,0.005
986,824.831,0.008
987,824.568,0.012
988,824.545,0.039
989,824.452,0.015
990,824.376,0.007
991,824.354,0.017
992,824.266,0.039
993,824.238,0.02
994,824.153,0.007
995,824.091,0.006
996,824.054,0.006
997,823.987,0.009
998,823.852,0.009
999,823.629,0.006
1000,823.612,0.006
