rank,zdock_score,dockq
928,664.367,0.004
929,664.217,0.003
930,664.143,0.004
931,664.081,0.004
932,664.063,0.004
933,664.031,0.005
934,663.952,0.004
935,663.915,0.003
936,663.728,0.004
937,663.656,0.004
938,663.493,0.004
939,663.443,0.004
940,663.353,0.004
941,663.152,0.004
942,663.012,0.004
943,662.783,0.005
944,662.439,0.004
945,662.43,0.004
946,662.406,0.005
947,662.363,0.006
948,662.237,0.004
949,662.055,0.004
950,661.982,0.004
951,661.941,0.004
952,661.893,0.005
953,661.823,0.005
954,661.704,0.005
955,661.683,0.004
956,661.651,0.005
957,661.627,0.005
958,660.971,0.004
959,660.945,0.005
960,660.819,0.004
961,660.811,0.005
962,660.804,0.004
963,660.601,0.004
964,660.503,0.005
965,660.496,0.004
966,660.469,0.005
967,660.467,0.004
968,660.466,0.003
969,660.427,0.004
970,660.378,0.004
971,660.355,0.005
972,660.33,0.005
973,660.261,0.005
974,660.141,0.004
975,659.638,0.004
976,659.539,0.006
977,659.534,0.004
978,659.492,0.006
979,659.296,0.005
980,659.269,0.004
981,659.226,0.004
982,659.18,0.004
983,659.122,0.005
984,659.004,0.005
985,658.988,0.006
986,658.941,0.004
987,658.928,0.005
988,658.84,0.004
989,658.81,0.005
990,658.715,0.004
991,658.64,0.004
992,658.607,0.005
993,658.468,0.005
994,658.464,0.004
995,658.368,0.005
996,658.303,0.005
997,658.301,0.005
998,658.268,0.005
999,658.248,0.004
1000,658.198,0.004
